abbreviation,alt_color,alt_name1,alt_name2,alt_name3,classification,color,conference,id,location_capacity,location_city,location_country_code,location_dome,location_elevation,location_grass,location_latitude,location_longitude,location_name,location_state,location_timezone,location_venue_id,location_year_constructed,location_zip,logo,logos,mascot,school,twitter
,,,,,,,,1000361,,,,,,,,,,,,,,,,,,Hampton A.C.,
,,,,,,,,1000646,,,,,,,,,,,,,,,,,,Hampton Road,
,,,,,,,,1000467,,,,,,,,,,,,,,,,,,Harrisburg A.C.,
,,,,,,,,1000492,,,,,,,,,,,,,,,,,,Harry Hillman Academy,
,,,,,,,,1000154,,,,,,,,,,,,,,,,,,Hartford,
,,,,,,,,1000092,,,,,,,,,,,,,,,,,,Harvard Alumni,
,,,,,,,,1000094,,,,,,,,,,,,,,,,,,Harvard B,
,,,,,,,,1000134,,,,,,,,,,,,,,,,,,Harvard Freshmen,
,,,,,,,,1000477,,,,,,,,,,,,,,,,,,Harvard Law,
,,,,Haskell,,,,1000029,,,,,,,,,,,,,,,,,Indians,Haskell,
,,,,,,,,1000398,,,,,,,,,,,,,,,,,,Hastings,
,,,,,,,,1000716,,,,,,,,,,,,,,,,,,Hastings State,
,,,,,,,,1000458,,,,,,,,,,,,,,,,,,Havana A.C.,
,,,,,,,,1000420,,,,,,,,,,,,,,,,,,Havana University,
,,,,Haverford,,,,1000030,,,,,,,,,,,,,,,,,Fords,Haverford,
,,,,,,,,1000696,,,,,,,,,,,,,,,,,,Hawaii All-Stars,
,,,,,,,,1000889,,,,,,,,,,,,,,,,,,Hayward State,
,,,,,,,,1000377,,,,,,,,,,,,,,,,,,Hebron Academy,
,,,,,,,,1000329,,,,,,,,,,,,,,,,,,Hedding,
,,,,,,,,1000858,,,,,,,,,,,,,,,,,,Herington Field,
,,,,,,,,1000313,,,,,,,,,,,,,,,,,,Highland Park,
,,,,,,,,1000719,,,,,,,,,,,,,,,,,,High Point,
,,,,,,,,1000762,,,,,,,,,,,,,,,,,,Hiwassee,
,,,,,,,,1000614,,,,,,,,,,,,,,,,,,Hoboken Navy,
HOF,#f6c934,,HOF,Hofstra,,#27297c,,2275,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,,Pride,Hofstra,
,,,,,,,,1000254,,,,,,,,,,,,,,,,,,Homestead A.C.,
,,,,,,,,1000847,,,,,,,,,,,,,,,,,,Hondo Field,
,,,,,,,,1000178,,,,,,,,,,,,,,,,,,Hopkinson,
,,,,,,,,1000471,,,,,,,,,,,,,,,,,,Horner,
,,,,,,,,1000373,,,,,,,,,,,,,,,,,,Houston YMCA,
,,,,,,,,1000158,,,,,,,,,,,,,,,,,,Hyde Park,
,,,,,,,,1000123,,,,,,,,,,,,,,,,,,Hyde Park High,
,,,,,,,,1000779,,,,,,,,,,,,,,,,,,Idaho Marines,
,,,,,,,,1000216,,,,,,,,,,,,,,,,,,Illinois Alumni,
,,,,,,,,1000172,,,,,,,,,,,,,,,,,,Illinois Cycling Club,
,,,,,,,,1000555,,,,,,,,,,,,,,,,,,Illinois Medical,
,,,,,,,,1000439,,,,,,,,,,,,,,,,,,Independence A.C.,
,,,,,,,,1000241,,,,,,,,,,,,,,,,,,Indiana Alumni,
,,,,,,,,1000348,,,,,,,,,,,,,,,,,,Indiana Medical,
,,,,,,,,1000150,,,,,,,,,,,,,,,,,,Indianapolis Artillery,
,,,,,,,,1000705,,,,,,,,,,,,,,,,,,Intermountain,
IPF,,,IPF,Iowa Pre-Flight,,,,1000000,,,,,,,,,,,,,,,,,Seahawks,Iowa Pre-Flight,
,,,,,,,,1000430,,,,,,,,,,,,,,,,,,Jackson Br.-New Orleans,
,,,,,,,,1000822,,,,,,,,,,,,,,,,,,Jackson Field,
,,,,Jacksonville Naval Air Station,,,,1000031,,,,,,,,,,,,,,,,,Flyers,Jacksonville Naval Air Station,
,,,,,,,,1000435,,,,,,,,,,,,,,,,,,James Millikin,
,,,,,,,,1000412,,,,,,,,,,,,,,,,,,Jefferson,
,,,,,,,,1000350,,,,,,,,,,,,,,,,,,Jefferson Medical,
,,,,,,,,1000360,,,,,,,,,,,,,,,,,,Jersey Shore,
,,,,,,,,1000758,,,,,,,,,,,,,,,,,,Kamehameha Alumni,
,,,,,,,,1000132,,,,,,,,,,,,,,,,,,Kansas City A.C.,
,,,,,,,,1000251,,,,,,,,,,,,,,,,,,Kansas City Medical,
,,,,,,,,1000407,,,,,,,,,,,,,,,,,,Kansas City Veterinary,
,,,,,,,,1000524,,,,,,,,,,,,,,,,,,Kansas Wesleyan,
KEAN,#ffffff,,KEAN,Kean,iii,#092f56,New Jersey,2871,5300,Union,US,False,,,40.6976019,-74.2632024,Kean Alumni Stadium,NJ,,5905,,07083,http://a.espncdn.com/i/teamlogos/ncaa/500/2871.png,,Cougars,Kean,
,,,,,,,,1000483,,,,,,,,,,,,,,,,,,Kearney,
,,,,,,,,1000855,,,,,,,,,,,,,,,,,,Kearney Field,
,,,,,,,,1000851,,,,,,,,,,,,,,,,,,Keesler Field,
,,,,,,,,1000608,,,,,,,,,,,,,,,,,,Kelly Field,
,,,,,,,,1000354,,,,,,,,,,,,,,,,,,Kents Hill,
KYCHR,,,KYCHR,KCU,,,,3077,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/3077.png,,Knights,Kentucky Christian,
,,,,,,,,1000293,,,,,,,,,,,,,,,,,,King,
,,,,,,,,1000328,,,,,,,,,,,,,,,,,,Kingfisher,
,,,,,,,,1000743,,,,,,,,,,,,,,,,,,King George,
,,,,,,,,1000772,,,,,,,,,,,,,,,,,,Kirtland Field,
,,,,,,,,1000553,,,,,,,,,,,,,,,,,,Kiski Preparatory,
KNO,,Knox,KNO,Knox,iii,,Midwest,255,6000,Galesburg,US,False,,,40.9475652,-90.3712169,Harley Knosher Bowl,IL,,5908,,61401,http://a.espncdn.com/i/teamlogos/ncaa/500/255.png,,Prairie Fire,Knox College,
KNOX,,,KNOX,,,,,1000911,,,,,,,,,,,,,,,,,Bulldogs,Knoxville,
,,,,,,,,1000848,,,,,,,,,,,,,,,,,,Lackland Field,
,,,,,,,,1000224,,,,,,,,,,,,,,,,,,Lake Forest Academy,
,,,,,,,,1000226,,,,,,,,,,,,,,,,,,Lake Forest Alumni,
,,,,,,,,1000778,,,,,,,,,,,,,,,,,,Lakehurst NAS,
LAKEL,,,LAKEL,Lakeland,iii,,NACC,6353,1000,Plymouth,US,False,,,43.7486054,-87.977038,Taylor Field,WI,,5918,,53073,http://a.espncdn.com/i/teamlogos/ncaa/500/6353.png,,Muskies,Lakeland,
,,,,,,,,1000120,,,,,,,,,,,,,,,,,,Lake View High,
,,,,,,,,1000202,,,,,,,,,,,,,,,,,,Lancaster Crescents,
LAC,,Lane College,LAC,Lane,ii,,SIAC,2323,2500,Jackson,US,False,,,35.6144446,-88.8177418,Lane Field,TN,,6044,,38301,http://a.espncdn.com/i/teamlogos/ncaa/500/2323.png,,Dragons,Lane College,
,,,,,,,,1000660,,,,,,,,,,,,,,,,,,Lanier,
,,,,,,,,1000445,,,,,,,,,,,,,,,,,,Laramie High,
,,,,,,,,1000248,,,,,,,,,,,,,,,,,,La Salle,
,,,,,,,,1000488,,,,,,,,,,,,,,,,,,Latrobe A.C.,
,,,,,,,,1000159,,,,,,,,,,,,,,,,,,Laureate Boat Club,
,,,,,,,,1000138,,,,,,,,,,,,,,,,,,Lawrenceville,
,,,,,,,,1000339,,,,,,,,,,,,,,,,,,Lawton,
,,,,,,,,1000568,,,,,,,,,,,,,,,,,,League Island Navy,
,,,,,,,,1000427,,,,,,,,,,,,,,,,,,Leander Clarke,
,,,,,,,,1000108,,,,,,,,,,,,,,,,,,Lehigh A.C.,
,,,,,,,,1000870,,,,,,,,,,,,,,,,,,Leilahau,
,,,,,,,,1000932,,,,,,,,,,,,,,,,,,Lewis,
,,,,,,,,1000083,,,,,,,,,,,,,,,,,,Lewisburg A.C.,
,,,,,,,,1000630,,,,,,,,,,,,,,,,,,Lieutenants,
,,,,,,,,1000894,,,,,,,,,,,,,,,,,,Lincoln,
,,,,,,,,1000824,,,,,,,,,,,,,,,,,,Lincoln Field,
,,,,,,,,1000243,,,,,,,,,,,,,,,,,,Lincoln High,
,,,,,,,,1000355,,,,,,,,,,,,,,,,,,Lincoln Medical,
,,,,,,,,1000460,,,,,,,,,,,,,,,,,,Locust Grove,
,,,,,,,,1000502,,,,,,,,,,,,,,,,,,Logan All-Stars,
,,,,Lombard,,,,1000032,,,,,,,,,,,,,,,,,,Lombard,
LBS,,,LBS,Long Beach State,,,,1000006,,,,,,,,,,,,,,,,,49ers,Long Beach State,
,,,,,,,,1000300,,,,,,,,,,,,,,,,,,Longmont High,
,,,,,,,,1000718,,,,,,,,,,,,,,,,,,Loras,
LOR,#d2b888,,LOR,Loras,iii,#452d7d,American Rivers,263,10000,Dubuque,US,False,,,42.5006243,-90.6647985,Rock Bowl,IA,,5921,,50118,http://a.espncdn.com/i/teamlogos/ncaa/500/263.png,,Duhawks,Loras College,
,,,,,,,,1000710,,,,,,,,,,,,,,,,,,Los Angeles A.C.,
,,,,,,,,1000750,,,,,,,,,,,,,,,,,,Los Angeles Junior College,
,,,,,,,,1000800,,,,,,,,,,,,,,,,,,Louisiana Army STU,
,,,,,,,,1000709,,,,,,,,,,,,,,,,,,Louisiana State Freshmen,
,,,,,,,,1000852,,,,,,,,,,,,,,,,,,Louisville Field,
,,,,,,,,1000615,,,,,,,,,,,,,,,,,,Love Field,
,,,,,,,,1000790,,,,,,,,,,,,,,,,,,Lowry Field,
,,,,,,,,1000606,,,,,,,,,,,,,,,,,,Loyola Academy,
,,,,,,,,1000713,,,,,,,,,,,,,,,,,,Loyola (Baltimore),
,,,,,,,,1000712,,,,,,,,,,,,,,,,,,Loyola (Chicago),
,,,,Loyola (LA),,,,1000033,,,,,,,,,,,,,,,,,Wolfpack,Loyola (LA),
,,,,Loyola Marymount,,,,1000034,,,,,,,,,,,,,,,,,Lions,Loyola Marymount,
,,,,Lubbock Field,,,,1000035,,,,,,,,,,,,,,,,,,Lubbock Field,
,,,,,,,,1000682,,,,,,,,,,,,,,,,,,Lynchburg,
,,,,,,,,1000590,,,,,,,,,,,,,,,,,,MacAurthur Field,
,,,,,,,,1000517,,,,,,,,,,,,,,,,,,Machinists Mates,
,,,,,,,,1000189,,,,,,,,,,,,,,,,,,Madison High,
,,,,Manhattan,,,,1000036,,,,,,,,,,,,,,,,,Jaspers,Manhattan,
,,,,,,,,1000102,,,,,,,,,,,,,,,,,,Manhattan A.C.,
,,,,,,,,1000785,,,,,,,,,,,,,,,,,,Manhattan Beach Coast Guard,
,,,,,,,,1000897,,,,,,,,,,,,,,,,,,Mankato State,
,,,,,,,,1000145,,,,,,,,,,,,,,,,,,Manual Training High,
,,,,March Field,,,,1000037,,,,,,,,,,,,,,,,,Flyers,March Field,
,,,,Mare Island Marines,,,,1000038,,,,,,,,,,,,,,,,,,Mare Island Marines,
,,,,,,,,1000609,,,,,,,,,,,,,,,,,,Mare Island Navy,
,,,,,,,,1000352,,,,,,,,,,,,,,,,,,Marine Officers,
,,,,,,,,1000294,,,,,,,,,,,,,,,,,,Marion,
,,,,,,,,1000510,,,,,,,,,,,,,,,,,,Marion County High,
,,,,,,,,1000261,,,,,,,,,,,,,,,,,,Marion Sims,
,,,,Marquette,,,,1000039,,,,,,,,,,,,,,,,,Golden Eagles,Marquette,
,,,,,,,,1000463,,,,,,,,,,,,,,,,,,Marshall School,
,,,,,,,,1000368,,,,,,,,,,,,,,,,,,Marshalltown,
,,,,,,,,1000194,,,,,,,,,,,,,,,,,,Maryland A.C.,
,,,,,,,,1000204,,,,,,,,,,,,,,,,,,Maryland-Baltimore,
,,,,,,,,1000903,,,,,,,,,,,,,,,,,Hawks,Maryland-Eastern Shore,
,,,,,,,,1000393,,,,,,,,,,,,,,,,,,Massilon A.C.,
,,,,,,,,1000620,,,,,,,,,,,,,,,,,,Mather Field,
,,,,,,,,1000841,,,,,,,,,,,,,,,,,,Maxwell Field,
,,,,,,,,1000815,,,,,,,,,,,,,,,,,,Mayport NAS,
,,,,,,,,1000860,,,,,,,,,,,,,,,,,,McClellan Field,
,,,,,,,,1000345,,,,,,,,,,,,,,,,,,McDaniel,
,,,,,,,,1000069,,,,,,,,,,,,,,,,,,McGill,
MAN,,,MAN,McKendree,ii,,Great Lakes,2816,2000,Lebanon,US,False,,,38.6039375,-89.8073195,Leemon Field,IL,,6047,,62254,http://a.espncdn.com/i/teamlogos/ncaa/500/2816.png,,Bearcats,McKendree,
,,,,,,,,1000232,,,,,,,,,,,,,,,,,,Medford A.C.,
,,,,,,,,1000264,,,,,,,,,,,,,,,,,,Medico-Chirurgical,
,,,,,,,,1000835,,,,,,,,,,,,,,,,,,Melville PT Boats,
,,,,,,,,1000466,,,,,,,,,,,,,,,,,,Memphis High,
,,,,,,,,1000797,,,,,,,,,,,,,,,,,,Memphis Navy,
,,,,,,,,1000325,,,,,,,,,,,,,,,,,,Mercersburg Academy,
,,,,,,,,1000540,,,,,,,,,,,,,,,,,,Meridian,
,,,,,,,,1000485,,,,,,,,,,,,,,,,,,Meteor A.C.,
,,,,,,,,1000124,,,,,,,,,,,,,,,,,,Michigan A.C.,
,,,,,,,,1000149,,,,,,,,,,,,,,,,,,Michigan Military Academy,
,,,,,,,,1000873,,,,,,,,,,,,,,,,,,Midwestern Texas State,
,,,,,,,,1000816,,,,,,,,,,,,,,,,,,Milligan,
,,,,,,,,1000259,,,,,,,,,,,,,,,,,,Milwaukee Medical,
,,,,,,,,1000171,,,,,,,,,,,,,,,,,,Minneapolis Boat Club,
,,,,,,,,1000165,,,,,,,,,,,,,,,,,,Minneapolis Central High,
,,,,,,,,1000312,,,,,,,,,,,,,,,,,,Minneapolis Eastern High,
,,,,,,,,1000182,,,,,,,,,,,,,,,,,,Minneapolis South High,
,,,,,,,,1000125,,,,,,,,,,,,,,,,,,Minnesota Alumni,
,,,,,,,,1000516,,,,,,,,,,,,,,,,,,Missouri-Kansas City,
,,,,,,,,1000320,,,,,,,,,,,,,,,,,,Missouri-Rolla,
,,,,,,,,1000895,,,,,,,,,,,,,,,,,,Missouri Southern,
,,,,,,,,1000839,,,,,,,,,,,,,,,,,,Missouri Valley,
,,,,,,,,1000661,,,,,,,,,,,,,,,,,,Missouri Wesleyan,
MIT,,,MIT,MIT,iii,,NEWMAC,109,1000,Cambridge,US,False,,,42.3750997,-71.1056157,Henry G. Steinbrenner '27 Stadium,MA,,5926,,21613,http://a.espncdn.com/i/teamlogos/ncaa/500/109.png,,Engineers,MIT,
,,,,,,,,1000766,,,,,,,,,,,,,,,,,,Moffett Field,
,,,,,,,,1000871,,,,,,,,,,,,,,,,,,Mohawk,
,,,,,,,,1000388,,,,,,,,,,,,,,,,,,Moline A.C.,
,,,,,,,,1000403,,,,,,,,,,,,,,,,,,Monroe A.C.,
,,,,,,,,1000534,,,,,,,,,,,,,,,,,,Montana Tech,
,,,,,,,,1000681,,,,,,,,,,,,,,,,,,Montana Wesleyan,
,,,,,,,,1000115,,,,,,,,,,,,,,,,,,Montclair A.C.,
,,,,,,,,1000717,,,,,,,,,,,,,,,,,,Montezuma,
,,,,,,,,1000319,,,,,,,,,,,,,,,,,,Montgomery A.C.,
,,,,,,,,1000798,,,,,,,,,,,,,,,,,,Monticello Navy,
,,,,,,,,1000076,,,,,,,,,,,,,,,,,,Montreal,
,,,,,,,,1000285,,,,,,,,,,,,,,,,,,Mooney,
,,,,,,,,1000896,,,,,,,,,,,,,,,,,,Moorhead State,
,,,,,,,,1000474,,,,,,,,,,,,,,,,,,Morgan,
,,,,,,,,1000438,,,,,,,,,,,,,,,,,,Morganton Mutes,
MB,,,MB,,,,,1000910,,,,,,,,,,,,,,,,,,Morris Brown,
,,,,,,,,1000832,,,,,,,,,,,,,,,,,,Morris Field,
,,,,,,,,1000490,,,,,,,,,,,,,,,,,,Morris Harvey,
,,,,,,,,1000193,,,,,,,,,,,,,,,,,,Mount Airy Deaf School,
,,,,,,,,1000454,,,,,,,,,,,,,,,,,,Mount Carmel All-Stars,
,,,,,,,,1000129,,,,,,,,,,,,,,,,,,Mount Hermon,
,,,,,,,,1000497,,,,,,,,,,,,,,,,,,Mount Pleasant,
,,,,,,,,1000203,,,,,,,,,,,,,,,,,,Mount St. Mary's,
,,,,,,,,1000419,,,,,,,,,,,,,,,,,,Multnomah A.C.,
,,,,Nashville,,,,1000040,,,,,,,,,,,,,,,,,,Nashville,
,,,,,,,,1000558,,,,,,,,,,,,,,,,,,Navy Hospital Corps,
,,,,,,,,1000565,,,,,,,,,,,,,,,,,,Navy Reserves,
,,,,,,,,1000604,,,,,,,,,,,,,,,,,,Navy Transport,
,,,,,,,,1000245,,,,,,,,,,,,,,,,,,Nebraska Alumni,
NEBWS,,,NEBWS,Neb Wesleyan,iii,,American Rivers,6845,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/6845.png,,Prairie Wolves,Nebraska Wesleyan,
,,,,,,,,1000478,,,,,,,,,,,,,,,,,,Nebraska Wesleyan,
,,,,,,,,1000253,,,,,,,,,,,,,,,,,,Needham,
,,,,,,,,1000231,,,,,,,,,,,,,,,,,,Newark A.C.,
,,,,,,,,1000515,,,,,,,,,,,,,,,,,,Newberry A.C.,
,,,,,,,,1000275,,,,,,,,,,,,,,,,,,Newburyport A.C.,
,,,,,,,,1000523,,,,,,,,,,,,,,,,,,New England All-Stars,
,,,,,,,,1000195,,,,,,,,,,,,,,,,,,New Jersey A.C.,
,,,,,,,,1000837,,,,,,,,,,,,,,,,,,New London Submarine Base,
,,,,,,,,1000737,,,,,,,,,,,,,,,,,,New Mexico Military,
,,,,,,,,1000746,,,,,,,,,,,,,,,,,,New Mexico Tech,
,,,,,,,,1000424,,,,,,,,,,,,,,,,,,New Orleans Gym Club,
,,,,,,,,1000570,,,,,,,,,,,,,,,,,,Newport Navy,
,,,,,,,,1000759,,,,,,,,,,,,,,,,,,Newport News,
,,,,,,,,1000602,,,,,,,,,,,,,,,,,,Newport NTS,
,,,,,,,,1000164,,,,,,,,,,,,,,,,,,Newton A.C.,
,,,,,,,,1000416,,,,,,,,,,,,,,,,,,Newton High,
,,,,,,,,1000200,,,,,,,,,,,,,,,,,,Newtowne A.C.,
,,,,,,,,1000106,,,,,,,,,,,,,,,,,,New York A.C.,
,,,,,,,,1000116,,,,,,,,,,,,,,,,,,New York Law,
,,,,,,,,1000333,,,,,,,,,,,,,,,,,,New York Naval Militia,
,,,,,,,,1000649,,,,,,,,,,,,,,,,,,New York State,
,,,,New York University,,,,1000041,,,,,,,,,,,,,,,,,Violets,New York University,
,,,,,,,,1000402,,,,,,,,,,,,,,,,,,Niagara,
,,,,,,,,1000356,,,,,,,,,,,,,,,,,,Norfolk A.C.,
,,,,,,,,1000480,,,,,,,,,,,,,,,,,,Norfolk Blues,
,,,,,,,,1000688,,,,,,,,,,,,,,,,,,Norfolk Fire Department,
,,,,,,,,1000811,,,,,,,,,,,,,,,,,,Norfolk Marines,
,,,,,,,,1000622,,,,,,,,,,,,,,,,,,Norfolk Navy,
,,,,,,,,1000642,,,,,,,,,,,,,,,,,,Norfolk Navy Base,
,,,,,,,,1000639,,,,,,,,,,,,,,,,,,Norfolk Navy Yard,
,,,,Norman Naval Air Station,,,,1000042,,,,,,,,,,,,,,,,,Zoomers,Norman Naval Air Station,
,,,,,,,,1000444,,,,,,,,,,,,,,,,,,Norman Park,
,,,,,,,,1000518,,,,,,,,,,,,,,,,,,North Alabama A.C.,
,,,,,,,,1000434,,,,,,,,,,,,,,,,,,North Carolina Medical,
NCPF,,,NCPF,North Carolina Pre-Flight,,,,1000005,,,,,,,,,,,,,,,,,Cloudbusters,North Carolina Pre-Flight,
,,,,,,,,1000754,,,,,,,,,,,,,,,,,,North Dakota Teachers,
,,,,,,,,1000310,,,,,,,,,,,,,,,,,,North Denver High,
,,,,,,,,1000237,,,,,,,,,,,,,,,,,,North Division High,
NE,#c2c3c0,,NE,Northeastern,,#cc0001,,111,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/111.png,,Huskies,Northeastern,
,,,,,,,,1000698,,,,,,,,,,,,,,,,,,Northeastern Oklahoma State,
,,,,,,,,1000385,,,,,,,,,,,,,,,,,,North Georgia,
,,,,,,,,1000210,,,,,,,,,,,,,,,,,,Northwest Division High,
,,,,,,,,1000187,,,,,,,,,,,,,,,,,,Northwestern Academy,
,,,,,,,,1000205,,,,,,,,,,,,,,,,,,Northwestern Alumni,
,,,,,,,,1000221,,,,,,,,,,,,,,,,,,Northwestern Dental,
nad,,,nad,,,,,1000927,,,,,,,,,,,,,,,,,,Northwestern (IA),
,,,,,,,,1000392,,,,,,,,,,,,,,,,,,Northwestern (Wisconsin),
,,,,,,,,1000747,,,,,,,,,,,,,,,,,,Notre Dame B,
,,,,,,,,1000282,,,,,,,,,,,,,,,,,,Oak Ridge,
,,,,,,,,1000863,,,,,,,,,,,,,,,,,,Oceana NAS,
,,,,,,,,1000664,,,,,,,,,,,,,,,,,,Ogden A.C.,
,,,,,,,,1000411,,,,,,,,,,,,,,,,,,Ogden High,
,,,,Oglethorpe,,,,1000043,,,,,,,,,,,,,,,,,Stormy Petrels,Oglethorpe,
,,,,,,,,1000554,,,,,,,,,,,,,,,,,,Ohio Am. Corp.,
,,,,,,,,1000209,,,,,,,,,,,,,,,,,,Ohio Medical,
,,,,,,,,1000457,,,,,,,,,,,,,,,,,,Oklahoma City,
,,,,,,,,1000522,,,,,,,,,,,,,,,,,,Oklahoma Mines,
,,,,,,,,1000735,,,,,,,,,,,,,,,,,,Oklahoma Teachers,
,,,,,,,,1000821,,,,,,,,,,,,,,,,,,Olathe Navy,
,,,,,,,,1000153,,,,,,,,,,,,,,,,,,Olivet,
,,,,,,,,1000096,,,,,,,,,,,,,,,,,,Olympic A.C.,
,,,,,,,,1000536,,,,,,,,,,,,,,,,,,Olympic Club,
,,,,,,,,1000623,,,,,,,,,,,,,,,,,,Omaha Balloon,
,,,,,,,,1000323,,,,,,,,,,,,,,,,,,Omaha Light Guards,
,,,,,,,,1000286,,,,,,,,,,,,,,,,,,Onondaga,
,,,,,,,,1000100,,,,,,,,,,,,,,,,,,Orange A.C.,
,,,,,,,,1000738,,,,,,,,,,,,,,,,,,Oregon College,
,,,,,,,,1000538,,,,,,,,,,,,,,,,,,Oregon State Alumni,
,,,,,,,,1000916,,,,,,,,,,,,,,,,,Hustlin' Owls,Oregon Tech,
,,,,,,,,1000537,,,,,,,,,,,,,,,,,,Originals A.C.,
,,,,,,,,1000074,,,,,,,,,,,,,,,,,,Ottawa,
,,,,,,,,1000805,,,,,,,,,,,,,,,,,,Ottumwa Pre-Flight,
,,,,,,,,1000436,,,,,,,,,,,,,,,,,,Ouachita,
,,,,,,,,1000585,,,,,,,,,,,,,,,,,,Overland Station,
,,,,,,,,1000715,,,,,,,,,,,,,,,,,,Ozarks,
,,,,Pacific,,,,1000044,,,,,,,,,,,,,,,,,Tigers,Pacific,
,,,,,,,,1000796,,,,,,,,,,,,,,,,,,Pacific All-Stars,
,,,,,,,,1000657,,,,,,,,,,,,,,,,,,Pacific Fleet,
,,,,,,,,1000650,,,,,,,,,,,,,,,,,,Pacific (Oregon),
,,,,,,,,1000878,,,,,,,,,,,,,,,,,,Pacific Submarines,
,,,,,,,,1000097,,,,,,,,,,,,,,,,,,Palmyra,
,,,,,,,,1000220,,,,,,,,,,,,,,,,,,Panora,
,,,,,,,,1000627,,,,,,,,,,,,,,,,,,Park Field,
,,,,,,,,1000456,,,,,,,,,,,,,,,,,,Parris Island Marines,
,,,,,,,,1000886,,,,,,,,,,,,,,,,,,Parsons,
,,,,,,,,1000482,,,,,,,,,,,,,,,,,,Parsons (Iowa),
,,,,,,,,1000143,,,,,,,,,,,,,,,,,,Pastime A.C.,
,,,,,,,,1000613,,,,,,,,,,,,,,,,,,Payne Field,
,,,,,,,,1000673,,,,,,,,,,,,,,,,,,Pearl Harbor,
,,,,,,,,1000593,,,,,,,,,,,,,,,,,,Pelham Bay Navy,
,,,,,,,,1000587,,,,,,,,,,,,,,,,,,Penn Radio School,
,,,,,,,,1000082,,,,,,,,,,,,,,,,,,Pennsylvania Alumni,
,,,,,,,,1000201,,,,,,,,,,,,,,,,,,Pennsylvania College,
,,,,,,,,1000073,,,,,,,,,,,,,,,,,,Pennsylvania Military,
,,,,,,,,1000367,,,,,,,,,,,,,,,,,,Pennsylvania Railroad YMCA,
,,,,,,,,1000191,,,,,,,,,,,,,,,,,,Pennsylvania Reserves,
,,,,,,,,1000366,,,,,,,,,,,,,,,,,,Pensacola A.C.,
,,,,,,,,1000783,,,,,,,,,,,,,,,,,,Pensacola NAS,
,,,,,,,,1000337,,,,,,,,,,,,,,,,,,Peoria Socials A.C.,
,,,,,,,,1000867,,,,,,,,,,,,,,,,,,Pepperdine,
,,,,,,,,1000410,,,,,,,,,,,,,,,,,,Peru State,
,,,,,,,,1000214,,,,,,,,,,,,,,,,,,Phialdelphia YMCA,
,,,,,,,,1000270,,,,,,,,,,,,,,,,,,Philadelphia A.C.,
,,,,,,,,1000070,,,,,,,,,,,,,,,,,,Philadelphia All-Stars,
,,,,,,,,1000603,,,,,,,,,,,,,,,,,,Philadelphia Naval Yard,
,,,,Phillips,,,,1000045,,,,,,,,,,,,,,,,,Haymakers,Phillips,
,,,,,,,,1000198,,,,,,,,,,,,,,,,,,Phoenix A.C.,
,,,,,,,,1000749,,,,,,,,,,,,,,,,,,Phoenix All-Stars,
,,,,,,,,1000234,,,,,,,,,,,,,,,,,,Phoenix Indians,
,,,,,,,,1000190,,,,,,,,,,,,,,,,,,Physicians & Surgeons,
,,,,,,,,1000674,,,,,,,,,,,,,,,,,,Piedmont,
,,,,,,,,1000133,,,,,,,,,,,,,,,,,,Pittsburgh A.C.,
,,,,,,,,1000389,,,,,,,,,,,,,,,,,,Pittsburgh Lyceum,
,,,,,,,,1000177,,,,,,,,,,,,,,,,,,Pittsfield A.C.,
,,,,,,,,1000794,,,,,,,,,,,,,,,,,,Pleasanton Navy,
,,,,,,,,1000807,,,,,,,,,,,,,,,,,,Pomona Ordinance Base,
,,,,,,,,1000233,,,,,,,,,,,,,,,,,,Pontiac A.C.,
,,,,,,,,1000447,,,,,,,,,,,,,,,,,,Porter Military,
,,,,Portland,,,,1000046,,,,,,,,,,,,,,,,,Pilots,Portland,
,,,,,,,,1000218,,,,,,,,,,,,,,,,,,Portland A.C.,
,,,,,,,,1000450,,,,,,,,,,,,,,,,,,Port Royal,
,,,,,,,,1000836,,,,,,,,,,,,,,,,,,Portsmouth Fleet,
,,,,,,,,1000611,,,,,,,,,,,,,,,,,,Post Field,
,,,,,,,,1000157,,,,,,,,,,,,,,,,,,Prairie A.C.,
,,,,,,,,1000582,,,,,,,,,,,,,,,,,,Presidio of San Francisco,
,,,,,,,,1000114,,,,,,,,,,,,,,,,,,Princeton A.C.,
,,,,,,,,1000077,,,,,,,,,,,,,,,,,,Princeton Alumni,
,,,,,,,,1000174,,,,,,,,,,,,,,,,,,Princeton Seminary,
,,,,,,,,1000704,,,,,,,,,,,,,,,,,,Providence,
,,,,,,,,1000334,,,,,,,,,,,,,,,,,,Pueblo High,
,,,,,,,,1000307,,,,,,,,,,,,,,,,,,Pueblo YMCA,
,,,,,,,,1000208,,,,,,,,,,,,,,,,,,Purdue Alumni,
,,,,Quantico Marines,,,,1000047,,,,,,,,,,,,,,,,,Devil Dogs,Quantico Marines,
,,,,,,,,1000918,,,,,,,,,,,,,,,,,,Queen's,
,,,,,,,,1000292,,,,,,,,,,,,,,,,,,Quincy A.C.,
